ID,Title,Author(s),Source,Journal,Language(s),Publication year,Fulltext URL 
"S2317-15292020000100501-scl","Planejamento urbano do futuro, dados do presente: a proteção da privacidade no contexto das cidades inteligentes","Antonialli, Dennys Marcelo, Kira, Beatriz","Revista Brasileira de Estudos Urbanos e Regionais; 22(); -","Revista Brasileira de Estudos Urbanos e Regionais","Português","2020","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-15292020000100501&lang=pt" 
"S0103-65132020000100403-scl","An overview of big data analytics application in supply chain management published in 2010-2019","Ghalehkhondabi, Iman, Ahmadi, Ehsan, Maihami, Reza","Production; 30(); -","Production","Inglês","2020","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132020000100403&lang=pt" 
"S0103-65132020000100703-scl","IoT and BDA in the Brazilian future logistics 4.0 scenario","Correa, Jobel Santos, Sampaio, Mauro, Barros, Rodrigo de Casto, Hilsdorf, Wilson de Castro","Production; 30(); -","Production","Português","2020","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132020000100703&lang=pt" 
"S0103-65132020000100704-scl","Decision-making trends in quality management: a literature review about Industry 4.0","Goecks, Lucas Schmidt, Santos, Alex Almeida dos, Korzenowski, André Luis","Production; 30(); -","Production","Inglês","2020","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132020000100704&lang=pt" 
"S0104-530X2020000300209-scl","Proposal for a framework for production strategy utilizing Big Data: illustrative case in public service","Campos, Fernando Celso de, Alves Filho, Alceu Gomes","Gestão &amp; Produção; 27(3); -","Gestão &amp; Produção","Inglês","2020","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2020000300209&lang=pt" 
"S1678-69712020000200201-scl","ABSORPTIVE CAPACITY IN ANALYTICS IMPLEMENTATIONS: A RESEARCH MODEL","FERREIRA, RODRIGO, GOMES, JOSIR S., CARVALHO, ANA","RAM. Revista de Administração Mackenzie; 21(2); -","RAM. Revista de Administração Mackenzie","Português, Inglês","2020","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712020000200201&lang=pt" 
"S0104-530X2020000300309-scl","Towards Industry 4.0: a SWOT-based analysis for companies located in the Sorocaba Metropolitan Region (São Paulo State, Brazil)","Firmino, Alessandro Silveira, Perles, Guilherme Xavier, Mendes, Juliana Veiga, Silva, João Eduardo Azevedo Ramos da, Silva, Diogo Aparecido Lopes","Gestão &amp; Produção; 27(3); -","Gestão &amp; Produção","Inglês","2020","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2020000300309&lang=pt" 
"S1807-17752020000100303-scl","BIG DATA QUALITY DIMENSIONS: A SYSTEMATIC LITERATURE REVIEW","Ramasamy, Anandhi, Chowdhury, Soumitra","JISTEM - Journal of Information Systems and Technology Management; 17(); -","JISTEM - Journal of Information Systems and Technology Management","Inglês","2020","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-17752020000100303&lang=pt" 
"S2222-34362020000100020-sza","Investment in electricity distribution capital infrastructure in South Africa: The role of regulation","Khonjelwayo, Bongani, Nthakheni, Thilivhali","South African Journal of Economic and Management Sciences; 23(1); 1-10","South African Journal of Economic and Management Sciences","Inglês","2020","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2222-34362020000100020&lang=pt" 
"S1806-66902020000500422-scl","Agro 4.0: Enabling agriculture digital transformation through IoT","Lima, Gustavo Correa, Figueiredo, Fabrício Lira, Barbieri, Armando Eduardo, Seki, Jorge","Revista Ciência Agronômica; 51(spe); -","Revista Ciência Agronômica","Inglês","2020","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-66902020000500422&lang=pt" 
"S1560-683X2020000100003-sza","A framework for selecting analytics tools to improve healthcare big data usefulness in developing countries","Iyamu, Tiko","South African Journal of Information Management; 22(1); 1-9","South African Journal of Information Management","Inglês","2020","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1560-683X2020000100003&lang=pt" 
"S1665-53462020000500589-mex","How can Big Data contribute to improve the financial performance of companies?","Delfino Barilla, Cinzia, Lastarria Reynoso, Lucia","Revista mexicana de economía y finanzas; 15(spe); 589-598","Revista mexicana de economía y finanzas","Inglês","2020","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-53462020000500589&lang=pt" 
"S1886-58872020000300019-esp","Inteligencia artificial y Big Data como soluciones frente a la COVID-19","Márquez Díaz, Jairo","Revista de Bioética y Derecho; (50); 315-331","Revista de Bioética y Derecho","Espanhol","2020","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1886-58872020000300019&lang=pt" 
"S1135-57272020000100063-esp","Análisis de la comunicación en redes sociales de la campaña de la vacuna de gripe en España","Cano Garcinuño, Mª Isabel, Arce García, Sergio","Revista Española de Salud Pública; 94(); -","Revista Española de Salud Pública","Espanhol","2020","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272020000100063&lang=pt" 
"S2007-28722020000200166-mex","Big Data, una estrategia para evitar la deserción escolar en las IES","Amaya-Amaya, Arturo, Huerta-Castro, Franklin, Flores-Rodríguez, Carlos O.","Revista iberoamericana de educación superior; 11(31); 166-178","Revista iberoamericana de educación superior","Espanhol","2020","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-28722020000200166&lang=pt" 
"S2007-49642020000200013-mex","Análisis de datos como alternativa para la evaluación de impacto de los programas sociales","Villa Benítez, Celia Patricia, Camacho Castro, Carmen, Bernal Domínguez, Deyanira","Intersticios sociales; (20); 13-48","Intersticios sociales","Espanhol","2020","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-49642020000200013&lang=pt" 
"S1886-58872020000100010-esp","Les Tecnologies de la Informació i la Comunicació, i el Big Data als Serveis de Medicina Intensiva","Morillas, Jordi","Revista de Bioética y Derecho; (48); 139-148","Revista de Bioética y Derecho","Catalão","2020","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1886-58872020000100010&lang=pt" 
"S2183-35752019000300003-prt","Participação num ambiente datificado: questões sobre literacia de dados","Gutiérrez, Miren","Comunicação e Sociedade; 36(); 37-55","Comunicação e Sociedade","Português","2019","http://www.scielo.pt/scielo.php?script=sci_arttext&pid=S2183-35752019000300003&lang=pt" 
"S1645-37942019000200093-prt","As eleições legislativas de 2018. Acerca da sobrevivência da democracia em São Tomé e Príncipe","Nascimento, Augusto","Cadernos de Estudos Africanos; (38); 93-122","Cadernos de Estudos Africanos","Português","2019","http://www.scielo.pt/scielo.php?script=sci_arttext&pid=S1645-37942019000200093&lang=pt" 
"S1413-99362019000400132-scl","Perspectivas jurídicas da relação entre big data e proteção de dados","Szinvelski, Mártin Marks, Arceno, Taynara Silva, Francisco, Lucas Baratieri","Perspectivas em Ciência da Informação; 24(4); 132-144","Perspectivas em Ciência da Informação","Português","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-99362019000400132&lang=pt" 
"S2238-38752019000300717-scl","TÃO LONGE, TÃO PERTO: SOCIOLOGIA &amp; ANTROPOLOGIA NO LIMIAR DE UMA DÉCADA","Botelho, André, Brasil Jr., Antonio, Hoelz, Maurício","Sociologia &amp; Antropologia; 9(3); 717-739","Sociologia &amp; Antropologia","Português","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2238-38752019000300717&lang=pt" 
"S1809-58442019000300223-scl","Potencial explicativo dos estudos de recepção no contexto do Big Data","Figaro, Roseli","Intercom: Revista Brasileira de Ciências da Comunicação; 42(3); 223-237","Intercom: Revista Brasileira de Ciências da Comunicação","Português, Inglês","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-58442019000300223&lang=pt" 
"S0034-75902019000600430-scl","BIG DATA AND DISRUPTIONS IN BUSINESS MODELS","HECK, ERIC VAN","Revista de Administração de Empresas; 59(6); 430-432","Revista de Administração de Empresas","Português, Inglês","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902019000600430&lang=pt" 
"S0034-75902019000600389-scl","INTENTION TO ADOPT BIG DATA IN SUPPLY CHAIN MANAGEMENT: A BRAZILIAN PERSPECTIVE","QUEIROZ, MACIEL M, PEREIRA, SUSANA CARLA FARIAS","Revista de Administração de Empresas; 59(6); 389-401","Revista de Administração de Empresas","Português, Inglês","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902019000600389&lang=pt" 
"S0034-75902019000600415-scl","FACTORS AFFECTING THE ADOPTION OF BIG DATA ANALYTICS IN COMPANIES","CABRERA-SÁNCHEZ, JUAN-PEDRO, VILLAREJO-RAMOS, ÁNGEL F","Revista de Administração de Empresas; 59(6); 415-429","Revista de Administração de Empresas","Português, Inglês","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902019000600415&lang=pt" 
"S0034-75902019000600402-scl","MEASURING ACCESSIBILITY: A BIG DATA PERSPECTIVE ON UBER SERVICE WAITING TIMES","INSARDI, ANDRÉ, LORENZO, RODOLFO OLIVEIRA","Revista de Administração de Empresas; 59(6); 402-414","Revista de Administração de Empresas","Português, Inglês","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902019000600402&lang=pt" 
"S0034-75902019000600375-scl","BEYOND TECHNOLOGY: MANAGEMENT CHALLENGES IN THE BIG DATA ERA","FRANCISCO, EDUARDO DE REZENDE, KUGLER, JOSÉ LUIZ, KANG, SOONG MOON, SILVA, RICARDO, WHIGHAM, PETER ALEXANDER","Revista de Administração de Empresas; 59(6); 375-378","Revista de Administração de Empresas","Português, Inglês","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902019000600375&lang=pt" 
"S0034-75902019000600379-scl","INFORMATION MANAGEMENT CAPABILITY AND BIG DATA STRATEGY IMPLEMENTATION","MAÇADA, ANTONIO CARLOS GASTAUD, BRINKHUES, RAFAEL ALFONSO, FREITAS JUNIOR, JOSÉ CARLOS DA SILVA","Revista de Administração de Empresas; 59(6); 379-388","Revista de Administração de Empresas","Português, Inglês","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902019000600379&lang=pt" 
"S0103-507X2019000400444-scl","O que todo intensivista deveria saber sobre Big Data e aprendizado da máquina na unidade de terapia intensiva","Cherifa, Ményssa, Pirracchio, Romain","Revista Brasileira de Terapia Intensiva; 31(4); 444-446","Revista Brasileira de Terapia Intensiva","Português, Inglês","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2019000400444&lang=pt" 
"S0102-77862019000400515-scl","Acurácia da Reanálise ERA-Interim do ECMWF e sua Aplicação na Estimativa da Deficiência Hídrica no Estado do Paraná, Brasil","Aparecido, Lucas Eduardo de Oliveira, Rolim, Glauco de Souza, Moraes, Jose Reinaldo da Silva Cabral de, Torsoni, Guilherme Botega, Meneses, Kamila Cunha de, Costa, Cicero Teixeira Silva","Revista Brasileira de Meteorologia; 34(4); 515-528","Revista Brasileira de Meteorologia","Português","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-77862019000400515&lang=pt" 
"S0103-20702019000300193-scl","La polarización de “La Manada” El debate público en España y los riesgos de la comunicación política digital","Robles, José Manuel, Atienza, Julia, Gómez, Daniel, Guevara, Juan Antonio","Tempo Social; 31(3); 193-216","Tempo Social","Espanhol","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20702019000300193&lang=pt" 
"S0102-64452019000300195-scl","DIREITO SOCIAL, NEOLIBERALISMO E TECNOLOGIAS DE INFORMAÇÃO E COMUNICAÇÃO","Koerner, Andrei, Vasques, Pedro Henrique, Almeida, Álvaro Okura de","Lua Nova: Revista de Cultura e Política; (108); 195-214","Lua Nova: Revista de Cultura e Política","Português","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452019000300195&lang=pt" 
"S0100-39842019000600011-scl","Artificial intelligence, machine learning, computer-aided diagnosis, and radiomics: advances in imaging towards to precision medicine","Santos, Marcel Koenigkam, Ferreira Júnior, José Raniery, Wada, Danilo Tadao, Tenório, Ariane Priscilla Magalhães, Nogueira-Barbosa, Marcello Henrique, Marques, Paulo Mazzoncini de Azevedo","Radiologia Brasileira; 52(6); 387-396","Radiologia Brasileira","Português, Inglês","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842019000600011&lang=pt" 
"S0122-34612019000200159-col","Caracterización de los estudiantes de una institución de educación superior mediante big data","Hoyos Pineda, Jorge Gabriel, Aponte-Novoa, Fredy Andrés","Ingeniería y Desarrollo; 37(2); 159-172","Ingeniería y Desarrollo","Espanhol","2019","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-34612019000200159&lang=pt" 
"S1692-85632019000400010-col","BIG DATA IN PROCUREMENT: THE ROLE OF PEOPLE BEHAVIOR AND ORGANIZATION ALIGNMENT","Biazzin, Cristiane, Castro-Carvalho, Luciano","Dimensión Empresarial; 17(4); 10-28","Dimensión Empresarial","Inglês","2019","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-85632019000400010&lang=pt" 
"S2145-77192019000200675-col","La privacidad en las ciudades inteligentes","Rodríguez Samudio, Rubén Enrique","Revista CES Derecho; 10(2); 675-695","Revista CES Derecho","Espanhol","2019","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2145-77192019000200675&lang=pt" 
"S0213-91112019000600554-esp","Equidad y autonomía del paciente en las estrategias de atención a personas con enfermedades crónicas en los servicios de salud de España","Coronado-Vázquez, Valle, Gómez-Salgado, Juan, Cerezo Espinosa de los Monteros, Javier, Canet Fajas, Carlota, Magallón Botaya, Rosa","Gaceta Sanitaria; 33(6); 554-562","Gaceta Sanitaria","Espanhol","2019","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-91112019000600554&lang=pt" 
"S1870-23332019000200039-mex","POR QUÉ ES TWITTER EL TERRITORIO POLÍTICO DIGITAL","Freire Castello, Nicolás","Polis; 15(2); 39-74","Polis","Espanhol","2019","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-23332019000200039&lang=pt" 
"S0870-82312019000400003-prt","Estilos parentais e comportamentos de bullying em adolescentes e jovens adultos: Efeito moderador da personalidade","Mota, Catarina Pinheiro, Costa, Mónica, Pinheiro, Mónica, Nunes, Filipa","Análise Psicológica; 37(4); 447-461","Análise Psicológica","Português","2019","http://www.scielo.pt/scielo.php?script=sci_arttext&pid=S0870-82312019000400003&lang=pt" 
"S1852-42222019000200001-arg","Reflexiones sobre los nuevos desafíos éticos que plantea el uso de grandes bases de datos (Big-Data) en investigación","Blaconá, María Teresa","SaberEs; 11(2); 97-111","SaberEs","Espanhol","2019","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-42222019000200001&lang=pt" 
"S1405-55462019000401261-mex","A Mobile Cloudlet Assisted Architecture for Handling Multimedia Applications","Kumar Verma, Rajesh, Rani Panigrahi, Chhabi, Pati, Bibudhendu, Lal Sarkar, Joy, Majumder, Abhishek","Computación y Sistemas; 23(4); 1261-1273","Computación y Sistemas","Inglês","2019","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-55462019000401261&lang=pt" 
"S2227-18992019000400118-cub","Los principales algoritmos para regresión con salidas múltiples. Una revisión para Big Data","Camejo Corona, Julio, Gonzalez, Hector, Morell, Carlos","Revista Cubana de Ciencias Informáticas; 13(4); 118-150","Revista Cubana de Ciencias Informáticas","Espanhol","2019","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2227-18992019000400118&lang=pt" 
"S0213-91112019000600554-spa","Equidad y autonomía del paciente en las estrategias de atención a personas con enfermedades crónicas en los servicios de salud de España","Coronado-Vázquez, Valle, Gómez-Salgado, Juan, Cerezo Espinosa de los Monteros, Javier, Canet Fajas, Carlota, Magallón Botaya, Rosa","Gaceta Sanitaria; 33(6); 554-562","Gaceta Sanitaria","Espanhol","2019","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112019000600554&lang=pt" 
"S2477-91052019000100087-ecu","UNA TÉCNICA DE AGRUPACIÓN ROBUSTA PARA UN ENFOQUE BIG DATA: CLARADB PARA TIPOS DE DATOS MIXTOS","Morales-Oñate, Víctor, Morales-Oñate, Bolívar","Perfiles; 2(22); 87-97","Perfiles","Espanhol","2019","http://scielo.senescyt.gob.ec/scielo.php?script=sci_arttext&pid=S2477-91052019000100087&lang=pt" 
"S0719-25842019000200005-chl","Herramientas del big data y del fintech para prevenir y aliviar el sobreendeudamiento del consumidor: una propuesta","Goldenberg, Juan Luis","Revista chilena de derecho y tecnología; 8(2); 5-32","Revista chilena de derecho y tecnología","Espanhol","2019","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0719-25842019000200005&lang=pt" 
"S0718-07642019000600315-chl","Ingeniería, Actores y Prácticas: Cambios en las Percepciones de Niñas del Proyecto Mujer e Ingeniería en Chile","Vernal-Vilicic, Teresa P., Nahuelhual, Evelyn M., Broitman, Claudio L.","Información tecnológica; 30(6); 315-324","Información tecnológica","Espanhol","2019","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-07642019000600315&lang=pt" 
"S0718-27242019000400158-chl","Input, Output, and Behavioral Additionality of Innovation Subsidies","Méndez-Morales, Edgard Alberto, Muñoz, Daniela","Journal of technology management &amp; innovation; 14(4); 158-172","Journal of technology management &amp; innovation","Inglês","2019","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242019000400158&lang=pt" 
"S1850-468X2019000200002-arg","Sensibilidad de un sistema de asimilación de datos por ensambles a diferentes configuraciones, implementado en el sur de Sudamérica","Dillon, María Eugenia, García Skabar, Yanina, Kalnay, Eugenia, Ruiz, Juan José, Collini, Estela Ángela","Meteorologica; 44(2); 15-34","Meteorologica","Espanhol","2019","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-468X2019000200002&lang=pt" 
"S2631-26542019000200068-ecu","Desperdicio de agua a través del equipo sanitario","Arellano, Alfonso, Izurieta, Carlos, Bravo, Carlos, Merino, Alexis, Yépez, Danilo","Revista Digital Novasinergia; 2(2); 68-74","Revista Digital Novasinergia","Espanhol","2019","http://scielo.senescyt.gob.ec/scielo.php?script=sci_arttext&pid=S2631-26542019000200068&lang=pt" 
"S2237-60892019000400387-scl","Quality of life in panic disorder: the influence of clinical features and personality traits","Fidry, Marcos, Zugliani, Morena Mourao, do Valle, Clarissa Reis, Martins, Renan Machado, Cabo, Mariana Costa do, Nardi, Antonio Egidio, Freire, Rafael Christophe","Trends in Psychiatry and Psychotherapy; 41(4); 387-393","Trends in Psychiatry and Psychotherapy","Inglês","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-60892019000400387&lang=pt" 
"S0718-07642019000500239-chl","Estudio de la Realidad y Viabilidad de la Formación en BigData en la Academia Chilena","Vidal-Silva, Cristian L., Madariaga, Erika A., Rubio, José M., Urzúa, Luis A.","Información tecnológica; 30(5); 239-248","Información tecnológica","Espanhol","2019","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-07642019000500239&lang=pt" 
"S0041-47512019000300008-sza","Ondervindinge, uitdagings en suksesse: Vroeëleesbegrippraktyke in hulpbronbeperkte omgewings met kinders uit linguisties-diverse agtergronde","Mihai, Maryke, van Staden, Surette","Tydskrif vir Geesteswetenskappe; 59(3); 436-450","Tydskrif vir Geesteswetenskappe","Africaner","2019","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0041-47512019000300008&lang=pt" 
"S0101-31572019000300544-scl","A atuação histórica do BNDES: o que os dados têm a nos dizer?","Barboza, Ricardo de Menezes, Furtado, Mauricio, Gabrielli, Humberto","Brazilian Journal of Political Economy; 39(3); 544-560","Brazilian Journal of Political Economy","Português","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572019000300544&lang=pt" 
"S0100-512X2019000300671-scl","ETIFICACIÓN, LA TRANSFORMACIÓN DIGITAL DE LO MORAL","Calvo, Patrici","Kriterion: Revista de Filosofia; 60(144); 671-688","Kriterion: Revista de Filosofia","Espanhol","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-512X2019000300671&lang=pt" 
"S1646-98952019000300001-prt","Big Data e Investigação Qualitativa","Faria, Brígida Mónica, Sánchez-Gómez, M Cruz, Costa, António Pedro","RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação; (33); xi-xiv","RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação","Português","2019","http://www.scielo.pt/scielo.php?script=sci_arttext&pid=S1646-98952019000300001&lang=pt" 
"S0717-554X2019000200267-chl","Big data, algoritmos y política: las ciencias sociales en la era de las redes digitales","González, Felipe","Cinta de moebio; (65); 267-280","Cinta de moebio","Espanhol","2019","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-554X2019000200267&lang=pt" 
"S0864-34662019000300017-spa","Big data en el contexto de la salud cubana","Vitón-Castillo, Adrián Alejandro, Linares-Cánovas, Lázaro Pablo","Revista Cubana de Salud Pública; 45(3); -","Revista Cubana de Salud Pública","Espanhol","2019","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662019000300017&lang=pt" 
"S1405-66662019000300871-mex","La incapacidad del Big Data de escapar de las limitaciones de la evaluación de impacto","Edwards Jr, Brent, Lomelí, Dulce","Revista mexicana de investigación educativa; 24(82); 871-878","Revista mexicana de investigación educativa","Espanhol","2019","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662019000300871&lang=pt" 
"S0718-34292019000300075-chl","Chilli tolerance (Capsicum annuum L.) submitted to different concentrations of NaCl- of irrigation water","Lopes, Maria de Fátima de Queiroz, de Andrade, Francisco Hélio Alves, da Silva, Ronimeire Torres, Lima, Lucas Kennedy Silva, Bruno, Riselane de Lucena Alcântara, da Nogueira, André Luis Silva Parente","Idesia (Arica); 37(3); 75-80","Idesia (Arica)","Inglês","2019","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34292019000300075&lang=pt" 
"S0864-34662019000300017-cub","Big data en el contexto de la salud cubana","Vitón-Castillo, Adrián Alejandro, Linares-Cánovas, Lázaro Pablo","Revista Cubana de Salud Pública; 45(3); -","Revista Cubana de Salud Pública","Espanhol","2019","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-34662019000300017&lang=pt" 
"S0102-09352019000401293-scl","Radiographic pelvimetry in 0 to 24 month-old pacas (Agouti paca, Linnaeus, 1766)","Smargiassi, N.F., Lippi, I.C.C., Oliveira, R.G.S., Machado, M.R.F., Sasahara, T.H.C., Santos, C.C.C., Oliveira, F.S.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 71(4); 1293-1298","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352019000401293&lang=pt" 
"S0370-41062019000400376-chl","Los Big Data: Conceptos relacionados y algunas aplicaciones en pediatría","Zepeda Ortega, Ana J.","Revista chilena de pediatría; 90(4); 376-384","Revista chilena de pediatría","Espanhol","2019","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062019000400376&lang=pt" 
"S2077-18862019000200011-per","Analysing the impact of a business intelligence system and new conceptualizations of system use","Gonzales, Rolando, Wareham, Jonathan","Journal of Economics, Finance and Administrative Science; 24(48); 245-368","Journal of Economics, Finance and Administrative Science","Inglês","2019","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S2077-18862019000200011&lang=pt" 
"S1683-07892019000200002-bol","Análisis cienciométrico de publicaciones de la Universidad Católica Boliviana &quot;San Pablo&quot;","Chávez, Georgina, Ibañez, Fernando, Aglaia, Rodrigo, Villafani, Marcelo","Acta Nova; 9(2); 151-175","Acta Nova","Espanhol","2019","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1683-07892019000200002&lang=pt" 
"S1646-59542019000200007-prt","A emergência dos smart speakers: desafios e oportunidades para o rádio no contexto do big data","Kischinhevsky, Marcelo, Lopez, Debora Cristina","Observatorio (OBS*); 13(2); 125-141","Observatorio (OBS*)","Português","2019","http://www.scielo.pt/scielo.php?script=sci_arttext&pid=S1646-59542019000200007&lang=pt" 
"S1646-59542019000200001-prt","Tay is you: The attribution of responsibility in the algorithmic culture","Suárez-Gonzalo, Sara, Mas-Manchón, Lluís, Guerrero-Solé, Frederic","Observatorio (OBS*); 13(2); 01-14","Observatorio (OBS*)","Inglês","2019","http://www.scielo.pt/scielo.php?script=sci_arttext&pid=S1646-59542019000200001&lang=pt" 
"S1413-99362019000200124-scl","Mecanismos tecnológicos de segurança da informação no tratamento da veracidade dos dados em ambientes Big Data","Freund, Gislaine Parra, Fagundes, Priscila Basto, Macedo, Douglas Dyllon Jerônimo de, Dutra, Moisés Lima","Perspectivas em Ciência da Informação; 24(2); 124-142","Perspectivas em Ciência da Informação","Português","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-99362019000200124&lang=pt" 
"S1413-99362019000200087-scl","The effects of big data over the analytical activities of strategic intelligence professionals in Brazil","Nesello, Priscila, Fachinelli, Ana Cristina","Perspectivas em Ciência da Informação; 24(2); 87-102","Perspectivas em Ciência da Informação","Inglês","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-99362019000200087&lang=pt" 
"S0102-77862019000200315-scl","MANNGA: A Robust Method for Gap Filling Meteorological Data","Ventura, Thiago Meirelles, Martins, Claudia Aparecida, Figueiredo, Josiel Maimone de, Oliveira, Allan Gonçalves de, Montanher, Johnata Rodrigo Pinheiro","Revista Brasileira de Meteorologia; 34(2); 315-323","Revista Brasileira de Meteorologia","Inglês","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-77862019000200315&lang=pt" 
"S1806-48922019000200312-scl","Big bath e imparidades do goodwill","Gonçalves, Cristina, Ferreira, Leonor, Rebelo, Efigénio, Fernandes, Joaquim Santana","Revista Brasileira de Gestão de Negócios; 21(2); 312-331","Revista Brasileira de Gestão de Negócios","Português, Inglês","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-48922019000200312&lang=pt" 
"S0004-27492019000300001-scl","Using Big Data in eye research to answer important scientific questions","Alves, Monica, Forschini, Rosalia Antunes, Schor, Paulo","Arquivos Brasileiros de Oftalmologia; 82(3); V-VI","Arquivos Brasileiros de Oftalmologia","Inglês","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492019000300001&lang=pt" 
"S0124-05792019000100209-col","Control de nuestros datos personales en la era del big data: el caso del rastreo web de terceros","González Guerrero, Laura Daniela","Estudios Socio-Jurídicos; 21(1); 209-244","Estudios Socio-Jurídicos","Espanhol","2019","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-05792019000100209&lang=pt" 
"S0012-73532019000200215-col","Framework for Big Data integration in e-government","Martinez-Mosquera, Diana, Luján-Mora, Sergio","DYNA; 86(209); 215-224","DYNA","Inglês","2019","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0012-73532019000200215&lang=pt" 
"S0120-30532019000100157-col","Acceso al crédito, innovación tecnológica e inserción externa de las empresas argentinas 2010-2012","Peñaloza Pacheco, Leonardo","Apuntes del Cenes; 38(67); 157-190","Apuntes del Cenes","Espanhol","2019","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-30532019000100157&lang=pt" 
"S2395-91692019000100107-mex","Producción y consumo agroalimentario en áreas perimetropolitanas. Una aproximación tipológica desde el enfoque de proximidad","Delgadillo Macías, Javier","Estudios sociales. Revista de alimentación contemporánea y desarrollo regional; 29(53); -","Estudios sociales. Revista de alimentación contemporánea y desarrollo regional","Espanhol","2019","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2395-91692019000100107&lang=pt" 
